Review,Label
"#_অনেক_ভির_ছিলো 
#_চার_মিনিটে_শেষ_করে_দিলাম_অফারটা_____
#_একটা_মিটবক্স_১৫মিনিটে_শেষ_করলেই_আরেকটা_মিটবক্স_ফ্রি#৪২০গ্রাম_ছিলো_আমি_মেপে_নিয়ে_ছিলাম_আর_আসল_কথা_হলো_এই_অফারটা_সবাই_শেষ_করতে_পারবে_কারন_তারা_যেনে_শুনেই_এই_অফারটা_দিয়েছে_শুদু_মাএ_তাদের_এই_মিট_বক্স_নামক_ফান_বক্সটার_সাদ_সবার_মুখে_লাগানোর_জন্য_তারা_তাদেই_এই_ফান_বক্স_সবাই_যেনো_খেয়ে_আরেকটা_করে_বাসায়_নিয়ে_যেতে_পারে➖➖➖➖➖ঐ সুযোগ ও রেখেছে তারা ?
                       #_অফার_এর_নিয়ম 
জদি কেও তাদের ইস্পেশাল ফান বক্সটা নিয়ে ১৫ মিনিটে খেয়ে শেষ করতে পারে তাহলে পরে আর মাএ ১৫ টাকা দিলেই তাদের ইস্পেশাল ফান বক্স আরেকটা দিবে ❕❕❕❕❕❕❕❕❕❕❕❕❕❕
                     #_ফান_বক্সে_যা_যা_ছিলো 
চিকেন ,চিকেন সসেজ,ফ্রেসফ্রাই,মাসালা ওয়েজেস,মাসরুম,চেডার,চিজ,আর,হাণি মাস্ট সস্
        ‼️ #_সব_মিলিয়ে_ওজন_৪২০_গ্রাম‼️
লোকেশন' মিরপুর ১ঈদগাহ মাঠের ঠিক অপজিটে আগে __দ্যা বিটকয়ন ক্যাফে ছিলো এখন Fuoco হয়েছে",0
"""অনেকদিন কেউ কোনকিছু ধরতে দেয় নাহ, অবশেষে মুরগিই আমাকে সুযোগটা দিল😍
তাও মাত্র ১২২ টাকায় এই ধরার সুযোগটা আমাকে করে দিল পান্থপথে অবস্থিত আদি অষ্টব্যঞ্জন রেস্টুরেন্ট""                       ",0
"অনেকদিন ধরে চারপাশে বার্গারের কথা শুনে জীবন অতিষ্ঠ।  তাই আজকে অফার দেখে Crazy Burger এ গেলাম। বাই ১ গেট ১ ওয়ানের অফার চলছিল।  দুপুরে যাওয়ায় কোনো ভিড় ছিল না
বার্গার টা ভালোই ছিল।  আর তাদের ডেকোরেশন ও ভালো।  আমরা ৩ জন গিয়েছিলাম কিন্তু বার্গার খেলাম ৪ টা 😜😜😜 আর বার্গারে কামড় দিতেই তাদের সসের ফ্লেভার টা মুখে লাগার মতো ছিল।  আর মাংস ও বেশি ছিল 😍😍 
#Place: Crazy Burger
#Price: 199 taka ( Buy 1 get 1) 
#Taste:09/10
#Service :09/10",0
"👄💄অনেকদিন ধরে যেতে চাচ্ছি যাওয়া হয়নি কিন্তু আজকে লোভ সামলাতে পারেনি🙋 
💚300 tk cng ভাড়া দিয়ে চলে গেলাম ধানমন্ডি পিজা পাস্তা ডাইনে
💙 কিন্তু হ্যাঁ ভাই টাকা উসোল করে নিয়ে আসলাম 💟💟সবকিছু মিলিয়ে 800 টাকার পরিমান খেয়ে আসছি টাকা দিয়েছি 399 
👭হ্যাঁ ভাই একদম রিজনেবল প্রাইস
💏  ব্যস্ত শহরে এত কম রেটে 30 item এর বাফেট খুবই কম আছে!
❤️BEST BUFFET IN TOWN💚
Place:Pizza Pasta Dine
Taste:9/10
হ্যাঁ ভাই খাবার খেতে আবার ভ্যাট দিতে হবে নাকি-ans 00
 পিজা পাস্তা ডাইন এখন সবকিছু নতুন লুকে 
💙নিউ ডেকোরেশনে  সজ্জিত 
🌹প্রতিদিন 30+ আইটেমস আনলিমিটেড বুফে ..🌹মাত্র -399 টাকা পার পারসন. 😱😱
💚 আনলিমিটেড চিকেন চিজ স্মোক বার্গার 
💚বিফ চিলি ��
💚� চিকেন  চাওমিন
💚 থাই চিকেন ফ্রাই.
💚 ফ্রাইড রাইস 
💚চিলি চিকেন
💚 চিকেন কারি 
💚ভেজিটেবলস 
💚থাই সুপ
💚 হোয়াইট পাস্তা
💚 রেড পাস্তা
💚 চিকেন অনথন
💚 চিকেন রোল
💚চিকেন কারি
💚স্টিম রাইস
💚 প্লেন পোলাও
💚মিক্স সালাদ
💚 চাইনিজ সালাদ
💚 কর্ন সুপ
💚ডাল মাখানি
💚 মিনারেল ওয়াটার
💚ডিম কোরমা
💙 ফিরনি 
💙 শাহী টুকরো
💙 ফ্রুট কাস্টার্ড 
💙 রাইস পুডিং
💙আপেল 
💙চিলি সস 
💙মালটা
💙 লাচ্ছা সেমাই
Time: প্রতিদিন দুপুর একটা থেকে রাত 11 টা পর্যন্ত চলবে আপনি যখন আসবেন তখন থেকেই বুফে খেতে  পারবেন!
সারাদিন রিফিল  করা হবে 
💙ভ্যাট & সার্ভিস চার্জ ইনক্লুডেড .
❤️ থাই ❤️ চাইনিস ❤️   সহ আরো অনেক কিছু নিয়ে  ধানমন্ডি  15 বাস স্টান্ড তে .
🌷150 person seating capacity 
🌷Kidz 3 year free/6 year 50%=200tk
🌷sound system 
🌷WIFI
🌷Birthday party hall
🌷Corporate party hall
🌷Wedding party arrangement
🌷world class chef 
🌷100% Halal food 
💖বুফে মানে স্পেশাল কিছু ... 
💖আর স্পেশাল কিছু মানে পিজা পাস্তা ডাইন .
💚আনলিমিটেড বুফে
💛Price : 399 tk/ ( included vat & service charge )
☎️01796747974.( plz call for reservation          
🌹150 persons capacity at a time 
🌹corporate party hall
🌹Birthday party hall
💙Address: House 81,green taj center level 3 
 Shatmasjid Road, Dhanmondi. আলমাস সুপার শপ এর উপরে লিফটের 3 তে",0
"অনেকদিন পরে আপনাদের সামনে Aroy Bee তাই নিয়ে আসলাম... 
""Come Back Platter""
ফ্রাইড চিকেন, মাসালা চিকেন, বিবিকিউ চিকেন আর কতো? 
এবার 🙄
আপনাদের জন্য Team #Aroy_Bee এর পক্ষ থেকে নিয়ে এলাম সম্পূর্ণ বেতিক্রমধর্মী এক নতুন প্লেটার।
যা যা থাকছে...
Fried Rice (Unlimited)
Chicken Manchurian(2pc)
Chicken Chilli Paste(2pc)
Chicken Satay(1pc)
Pineapple Sauce
Masala Gravy
Julienne Salad
এবার বন্ধু দের কমেন্টে ম্যানশন করে জিতে নিন  সারপ্রাইজ ।😍
কমেন্ট যে কোনো সময়ে বন্ধ করে দেয়া হবে।
বিঃদ্র -পার্সেলের ক্ষেত্রে আনলিমিটেড রাইস প্রযোজ্য নয়!
★পাঁচ পেকেট অর্ড়ার করলে ডেলিভারি ফ্রি!!",0
"অনেকদিন ভার্সিটি বন্ধ থাকার কারণে বান্ধবীদের দেখা মিলে না। ছোটখাটো হাংআউট এর জন্য চলে গেলাম Arabian kabab house.. খিলগাঁও এর মধ্যে নতুন এক কাবাব হাউজ এর দেখা বেশ ভালই ছিল তাদের ব্যবহার এবং খাবারের মান।
1.Beef seek kabab+coleslaw + pickles -100tk
2.Chicken tandoori+coleslaw+ pickles -100tk
3.BBQ chicken+ coleslaw+ pickles -110tk
4.Chicken chap+ coleslaw+ pickles-90tk
Food taste-9/10
🎊Arabian kebab house🎊
 ওপেনিং উপলক্ষে 10%  ডিসকাউন্ট ছিল।🤤
এইবার খাওয়া হবে উরাধুরা ফ্রেন্ডস এন্ড ফ্যামিলি পার্সেল ও নেওয়া যাবে।
অফার চলবে সীমিত সময়ের জন্য।
লোকেশন: 549 ব্লক-সি তালতলা রোড,খিলগাঁও, ঢাকা।",0
"অনেকেই উইকেন্ডে ডে ট্রিপে ঢাকার আশেপাশে যান। এসব স্পটগুলোর মধ্যে সোনারগাঁও এর পানাম নগর অন্যতম। পানাম নগরে খাওয়াদাওয়া নিয়ে অনেকেই ঝামেলায় পড়েন, তাদের জন্য এই পোস্ট।
--------
গেলো ১৫ নভেম্বর রাতে হঠাত ফ্রেন্ডের ফোন! ""চলো কাল সকালে বাইক ট্যুরে বের হই! পানাম নগর যাবো। রাতেই ফাইনাল হলো, শুক্রবার সকাল ৯ টায় আমরা বেরিয়ে যাবো ২ বাইকে ৪ জন। 
৮ঃ৩০ এ শাহাদাত কাকার চায়ের দোকানে এসে বসে আছি, কারো কোন খবর নাই! ৯ টার কিছু পরে খয়েরি রঙের হুডি পড়ে একজন এসে উপস্থিত! 😛 ওর কিছুক্ষন পর মুল উদ্যোক্তা আসলে দেখা গেলো কোইন্সিডেন্টলি আমরা দুইজন একই ডেনিম শার্ট পড়ে আসছি। আমাদের দেখে প্রথম জন বাসায় গেলো চেঞ্জ করে আসতে। আমাদের ৩ জনেরই সেইম ডেনিম শার্ট আছে 😛 
সব শেষে পৃথিবীর দ্রুততম মানব লেট নাহিদ এসে পৌছে নাস্তা টাস্তা করলো। 😛 ও এত জলদি আসবে আমরা কল্পনাও করি নাই! 😕 
যাই হোক, ১০টার দিকে রওয়ানা দিলাম দুই বাইকে। কোর্সঃ উত্তরা> ৩০০ ফিট> কাঞ্চন ব্রিজ> ভুলতা গাউছিয়া> মদনপুর> পানাম নগর। স্পিড লিমিট ৫০ কিমি/ঘন্টা (বিশেষ প্রয়োজনে নিরাপদ ওভারটেকের জন গতি প্রয়োজন মত বাড়ানো যাবে তবে তা ৮০ কিমি/ঘন্টার বেশি না)। ৩০০ ফিটে ঢুকে একবার চা পানের বিরতি দিয়ে আবার চলা শুরু হলো। কোবাগায় (বাংলার তাজমহলের রাস্তার মুখে) আবার চা পানের বিরতি দিয়ে মোটমাট দেড় ঘন্টায় পৌছে গেলাম THE LOST CITY, PANAM NAGAR। ১৫ টাকা করে টিকিট নিয়ে ভিতরে ঢুকলাম! 
দুপাশে পরিত্যাক্ত পুরনো ধংশপ্রায় ভবনগুলো রেখে মাঝখান দিয়ে হাঁটতে গিয়ে আমি কোথাও হারিয়ে যাচ্ছিলাম বারবার। ভাবতে ভাবতে হাটতেছিলাম- এখানে একসময় কত সম্ভ্রান্তের পদচারনা ছিলো, কতই না যত্নে মোছা হতো এখানকার ভবনগুলোর দড়জা-জানালা। কত আহ্লাদী শয়নকক্ষে তার স্বামীর অপেক্ষা করতো। সাজানো গোছানো এমন একটি অভিজাত শহর হঠাৎ জনশূন্য হল কেন আমি তার উত্তর খুজে পাচ্ছিলাম না।
ইতিহাস থেকে জানা যায়- ১৫ শতকে ঈশা খাঁ সোনারগাঁয়ে বাংলার প্রথম রাজধানী স্থাপন করেছিলেন, প্রায় ২০ বর্গকিলোমিটার এলাকাজুড়ে গড়ে উঠে এই নগরী। ২০০৬ সালে ওয়ার্ল্ড মনুমেন্ট ফান্ডের তৈরি বিশ্বের ধ্বংসপ্রায় ১০০ টি ঐতিহাসিক স্থাপনার তালিকায় পানাম নগর স্থান পায়।
পানাম নগরীর বিভিন্ন স্থাপনার নির্মাণশৈলীতে রয়েছে ভিন্নতার ছাপ। তৎকালীন সম্ভ্রান্ত শ্রেনীর আবাস, এই নগরীর প্রতিটি দালানে রয়েছে অপূর্ব কারুকার্য ও আভিজাত্য ছোঁয়া। সরু রাস্তার দুই পাশে রয়েছে প্রায় ৫২ টি ভবন। মূল রাস্তার উত্তর দিকে আছে ৩১ টি এবং দক্ষিণ দিকে ২১ ভবন। এই ভবন গুলো কোনটি এক তলা, কোনটি আবার দুই বা তিন তলা বিশিষ্ট।
ভবনগুলো অনেক বছরের পুরনো হওয়া সেগুলি এখন ঝুঁকিপূর্ণ তাই নির্দেশনা অমান্য করে কোন ভবনের উপরে উঠবেন না।
ঘুরাঘুরি শেষে এক লোকের সাথে কথা হলো, সবুজ নামের (এখানে ছবি দেয়া আছে)। সে ভিতরে খাবার সাপ্লাই দেয়। ৪ জনের জন্য গরুর মাংস, ভাত আর ডাল অর্ডার করলাম, #মাথাপিছু ১৫০ টাকা সাথে চাপকলের পানি ফ্রি। বাইরে পেপার পেরে দিলো, ওখানে বসেই খাবার কাজ সম্পাদন করলাম। রান্নাটা প্রায় বাসার রান্নার মতই। খেয়ে খাবারের উচ্ছিষ্ট পেপাড়ে মুড়ে সামনের ক্যান্টিনের ময়লার ঝুড়িতে রেখে বাসার উদ্দেশ্যে রওয়ানা দিলাম সাড়ে তিনটা নাগাদ।
পানাম ট্যুরের ভিডিও দেখতেঃ https://youtu.be/swH9Lm9dfjE
#খেয়াল_রাখবেনঃ কোথাও ঘুরতে গিয়ে যেখানে-সেখানে আবর্জনা ফেলে সেখানকার পরিবেশ নষ্ট করবেন না।",0
"অনেকের পছন্দের খাবারের তালিকায় এখন শীর্ষে রয়েছে চাটগাঁইয়া দোয়ানের ওরশের বিরিয়ানি।

ঈদের বিরতির পর আমরা আবারো এই ঐতিহ্যবাহী আইটেম টি আপনাদের সামনে নিয়ে হাজির।যথারীতি সীমিত মূল্যে সেরা স্বাদ ও সেরা মানের নিশ্চয়তা তো থাকছেই।

প্রি-অর্ডার:২২ আগস্ট শনিবার পর্যন্ত। 
ডেলিভারি:২৪ আগস্ট, সোমবার। 
মূল্য:১৩০ টাকা মাত্র।

যোগাযোগ:ইনবক্সে 

*সারা চট্টগ্রাম জুড়ে প্রি-অর্ডারের হোম ডেলিভারির দেওয়া হবে।",0
"🌹Offer🌹Offer🌹Offer🌹
 প্রিয় চট্টগ্রামবাসী 
চট্টমেট্রো রেস্টুরেন্ট ফিনলে স্কয়ার ব্রাঞ্চ/Chattometro restaurants finlay square branch আপনাদের সামনে  হাজির হয়েছে লোভনীয় স্বাধের ধামাকা ফুড ম্যানু নিয়ে।
★Sultan  Beef Biriyani 😍
যেখানে থাকছে    
(1)Biriyani rice
(2)Beef
(3)Special beef achari
(4)Papor 
(5)Egg
(6) Potato 
(7)special mixed salad
❤️Offer price- 180৳(regular price-210)
♥️বি দ্রঃ অফারটি পেতে অবশ্যয় ছবি সহ  রিভিউ দিতে হবে
🎁অফার Start from 16-02-2020 হতে পরবর্তী ঘোষণা না দেওয়া পর্যন্ত .সময় দুপুর ১ টা হতে রাত ৯.৩০ পর্যন্ত.
🌹পার্সেলের ক্ষেত্রে price-১৯০
# বুকিং এবং বিস্তারিত জানার জন্য কল করুন এই নাম্বারে।
Mobail 019 9700 5244 
             018 8092 3276
বিঃদ্র : নতুন  অফার বা প্লেটার নিয়ে অবগত রাখতে হলে  পেইজ এ লাইক দিয়ে সঙ্গে থাকুন।",0
"Offer !!!! Offer !!! Offer !!!
Offer price : 340/-
Regular price : 440/-
Tag at least 3 friends of u, nd u can get this platter free with someone else...
Platter Name: Summer Platter
Item :
1.Fried Rice/Kashmiri Rice
2.Fried Chicken
3.Chicken Wings
4.Chicken Lollipop
5.Chicken Masala Curry
6.Vegetable
7.Coleslaw
8.Special Sauce
9.Salad
10.Drinks
11.Ice-Cream
Place :Da Manzala, Shyamoli square",0
"অফার              অফার           অফার          অফার
সম্মানিত কাস্টমারদের রিকুয়েস্ট এর কারণে SULTAN BIRIYANI অফার আগামী ৩০-১১-২০১৯ পর্যন্ত থাকবে।
যারা এখনো টেস্ট করেনি, দেরি না করে চলে আসুন.
প্রিয় ফুডিস বন্ধুগন  
প্রতিবারের মতো চট্টমেট্টো রেস্টুরেন্ট Finley Squre  শাখায়  আপনাদের সামনে হাজির হয়েছে আকর্ষণীয় অফার নিয়ে।    
আমাদের  প্লেটারটি আপনারা  উপভোগ করতে পারবেন মাত্র 💥১৮০ টাকায়.(Regular Price 220)আর দেড়ি কেন  আপনার প্রিয় সঙ্গীকে / বন্ধুকে সাথে নিয়ে চলে আসুন আর উপভোগ করুন এই লোভনীয় অফারটি৷ 
Name-Sultan biriyani 
Details 
#Biriyani rice
#Saucy Tanduri chicken
#Mexican Chicken Chile 
#Chicken lollipop 2pc
#Egg
#Onion Fry
# special mixed salad
🎁অফার টাইমিং ১১ নভেম্বর ২০১৯  হতে ৩০ নভেম্বর ২০১৯ পর্যন্ত।দুপুর ১.৩০ হতে রাত ৯ টা পর্যন্ত
বি দ্রঃ🎖 অফারটি পেতে অবশ্যয় ছবি সহ  রিভিউ দিতে হবে,
★ পার্সেলের ক্ষেত্রে price-১৯৫
★বুকিং এবং বিস্তারিত জানার জন্য 
 কল করুন এই নাম্বারে।
Mobail 019 9700 5244 
             018 8092 3276
বিঃদ্র : নতুন  অফার বা প্লেটার নিয়ে অবগত রাখতে হলে  পেইজ এ লাইক দিয়ে সঙ্গে থাকুন",0
"#Offer_Offer_Offer
Till -21 Feb 2020
#Platter -1
1. Hariali Kebab
2. Reshmi Kebab
3. Tikka Kebab
4. Kasmiri Naan
5. Garlic Naan
6. Soft Drinks
Only - 399 Taka
#Platter -2
1. Khabsa with Half Size Chicken for two persons 
2. Borhani for 2 persons
Only - 299 Taka 
#Restora Basmoti
F Block, Steet food Lane, Mirpur-1",0
"🔥অফার 🔥 অফার 🔥 অফার 🔥
আইটেমঃKFC Chicken fry
প্লেসঃ KFC Khulna Branch
সম্পূর্ণ রিভিউ’টি HD পেয়ে যাবেন আমার ইউটিউব চ্যানেল (chinmoy vlogs )",0
"Offer  offer   Offerআজকে  অনেক  দিন পর...? Cheese story mirpur তে BBQ CIkcen pizza 6"" 99 tk .. পাইলাম..?  চলো মামা খাইয়া দিRegular pric 149 tk Test :9/10 — at Cheese Story Mirpur",0
